ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation,Test
461860,Female,Yes,81,Yes,Lawyer,1.0,High,2.0,Cat_6,C,98
459934,Male,No,49,Yes,Artist,0.0,Low,1.0,Cat_6,B,79
461408,Male,Yes,46,Yes,Marketing,1.0,Low,3.0,Cat_6,D,20
459545,Female,No,20,No,Doctor,99.0,Low,4.0,Cat_6,D,10
459967,Male,No,27,Yes,Entertainment,9.0,Low,3.0,Cat_6,B,8
464493,Female,Yes,66,Yes,Lawyer,6.0,Average,4.0,Cat_5,B,36
463020,Male,Yes,31,Yes,Artist,0.0,Average,3.0,Cat_1,D,7
466704,Male,Yes,53,Yes,Doctor,4.0,Average,2.0,Cat_6,C,79
462950,Female,No,29,Yes,Doctor,0.0,Low,5.0,Cat_3,D,4
459862,Male,Yes,70,No,Executive,99.0,High,2.0,Cat_6,A,68
465560,Male,Yes,60,Yes,Entertainment,1.0,Average,5.0,Cat_3,B,99
465114,Female,No,43,No,Doctor,4.0,Low,6.0,Cat_7,B,26
464908,Male,Yes,73,Yes,Entertainment,5.0,Low,1.0,Cat_4,A,46
464109,Male,Yes,47,No,Entertainment,0.0,Average,3.0,Cat_6,C,53
463748,Male,No,20,No,Healthcare,1.0,Low,3.0,Cat_6,D,4
461808,Male,Yes,38,Yes,Artist,0.0,Low,2.0,Cat_7,B,47
461716,Female,Yes,56,Yes,Lawyer,5.0,High,9.0,Cat_6,C,58
466409,Male,Yes,51,Yes,Artist,0.0,Average,5.0,Cat_6,C,6
464160,Male,Yes,27,Yes,Artist,4.0,Average,2.0,Cat_6,A,27
462459,Male,No,30,Yes,Artist,2.0,Low,2.0,Cat_6,A,26
463347,Male,Yes,49,Yes,Artist,1.0,Average,4.0,Cat_2,A,42
461117,Female,No,30,Yes,Healthcare,0.0,Low,6.0,Cat_3,D,37
467023,Male,Yes,26,No,Doctor,9.0,Average,2.0,Cat_6,A,88
462637,Female,Yes,58,No,Marketing,99.0,Average,6.0,Cat_4,D,88
465068,Male,Yes,42,Yes,Artist,3.0,Average,4.0,Cat_6,B,98
462239,Male,Yes,49,Yes,Executive,1.0,High,5.0,Cat_5,C,36
467472,Male,Yes,59,Yes,Executive,3.0,High,4.0,Cat_6,B,19
466286,Female,Yes,49,Yes,Artist,0.0,Average,5.0,Cat_2,C,27
467017,Male,No,31,Yes,Engineer,99.0,Low,4.0,Cat_2,A,86
463767,Male,Yes,32,Yes,Artist,9.0,Average,2.0,Cat_6,C,45
466653,Male,Yes,41,Yes,Entertainment,5.0,Low,1.0,Cat_6,A,40
464982,Male,Yes,71,Yes,Executive,1.0,High,4.0,Cat_6,B,36
465021,Male,Yes,62,Yes,Entertainment,0.0,Average,3.0,Cat_6,C,66
462513,Male,No,26,Yes,Artist,99.0,Low,4.0,Cat_4,A,15
460079,Female,No,41,No,Doctor,0.0,Low,1.0,Cat_6,A,58
460092,Male,No,41,Yes,Doctor,2.0,Low,2.0,Cat_6,C,27
462534,Male,No,38,Yes,Artist,99.0,Low,1.0,Cat_6,A,79
466172,Male,Yes,53,Yes,Artist,3.0,Average,3.0,Cat_6,C,87
463370,Male,Yes,46,Yes,Doctor,2.0,Low,4.0,Cat_3,A,89
463030,Male,Yes,50,Yes,Executive,1.0,High,3.0,Cat_6,C,91
465359,Female,Yes,40,No,Artist,1.0,Low,1.0,Cat_6,C,17
462504,Female,No,49,No,Artist,9.0,Low,1.0,Cat_1,B,49
465937,Female,No,30,Yes,Healthcare,9.0,Low,3.0,Cat_6,D,71
460534,Male,Yes,36,Yes,Artist,0.0,Average,4.0,Cat_6,B,57
461032,Female,Yes,66,Yes,Lawyer,0.0,High,3.0,Cat_6,C,9
463285,Male,Yes,31,No,Marketing,99.0,Low,4.0,Cat_3,D,76
463785,Female,No,27,No,Healthcare,0.0,Low,4.0,Cat_4,C,50
467127,Male,Yes,70,No,Lawyer,99.0,Low,1.0,Cat_6,D,9
467469,Male,Yes,43,No,Entertainment,99.0,Average,3.0,Cat_4,D,77
461358,Male,No,42,No,Entertainment,1.0,Low,3.0,Cat_6,A,30
464803,Male,No,28,No,Doctor,1.0,Low,1.0,Cat_4,A,65
460938,Male,No,38,Yes,Artist,99.0,Low,1.0,Cat_6,A,33
460960,Male,Yes,48,Yes,Entertainment,6.0,Low,2.0,Cat_7,B,9
461461,Male,Yes,36,No,Entertainment,9.0,Average,2.0,Cat_6,B,76
466960,Male,Yes,40,Yes,Artist,1.0,Low,2.0,Cat_6,B,1
466674,Female,Yes,57,Yes,Artist,0.0,High,2.0,Cat_6,C,59
467747,Female,Yes,50,Yes,Artist,99.0,High,4.0,Cat_6,C,63
460037,Female,No,42,Yes,Entertainment,5.0,Low,7.0,Cat_6,A,30
461310,Male,No,20,No,Marketing,99.0,Low,5.0,Cat_6,C,59
460166,Female,No,21,No,Healthcare,1.0,Low,7.0,Cat_2,D,31
459454,Male,Yes,38,No,Artist,99.0,Average,2.0,Cat_6,A,63
461403,Female,No,27,Yes,Healthcare,0.0,Low,4.0,Cat_6,D,4
464453,Female,Yes,46,Yes,Artist,4.0,High,5.0,Cat_6,C,94
463926,Female,No,27,No,Engineer,0.0,Low,6.0,Cat_6,D,80
462718,Female,No,25,No,Marketing,8.0,Low,5.0,Cat_6,D,28
464440,Male,Yes,87,Yes,Lawyer,0.0,High,2.0,Cat_6,A,97
467197,Male,No,27,Yes,Healthcare,1.0,Low,3.0,Cat_6,D,0
465070,Female,Yes,48,Yes,Marketing,6.0,Low,1.0,Cat_6,C,58
466127,Male,Yes,51,Yes,Doctor,1.0,Average,4.0,Cat_6,A,97
466941,Male,Yes,81,Yes,Lawyer,99.0,High,2.0,Cat_6,B,57
467918,Male,Yes,48,Yes,Artist,7.0,Average,2.0,Cat_6,C,59
462696,Male,Yes,52,No,Artist,0.0,High,2.0,Cat_6,A,77
464135,Female,Yes,68,Yes,Lawyer,0.0,High,2.0,Cat_6,B,63
467586,Male,Yes,35,Yes,Artist,3.0,Average,3.0,Cat_6,B,42
460794,Female,Yes,39,Yes,Homemaker,9.0,Low,1.0,Cat_6,D,16
460155,Female,Yes,53,Yes,Artist,2.0,High,2.0,Cat_2,C,74
464606,Male,Yes,41,Yes,Artist,1.0,Average,2.0,Cat_6,C,72
465856,Male,Yes,41,Yes,Artist,11.0,High,2.0,Cat_6,A,61
463214,Female,No,25,No,Engineer,1.0,Low,1.0,Cat_6,A,36
462848,Female,Yes,23,No,Healthcare,7.0,High,2.0,Cat_6,B,90
461666,Female,Yes,35,Yes,Artist,0.0,High,2.0,Cat_7,C,17
459773,Male,Yes,51,Yes,Executive,1.0,Low,3.0,Cat_6,C,60
463647,Female,No,38,Yes,Engineer,1.0,Low,1.0,Cat_6,A,69
464156,Male,Yes,62,Yes,Artist,10.0,Low,1.0,Cat_6,B,77
463139,Male,Yes,60,Yes,Executive,1.0,High,6.0,Cat_2,B,27
464355,Male,Yes,47,Yes,Executive,1.0,High,4.0,Cat_6,C,28
462183,Male,No,22,No,Marketing,0.0,Low,4.0,Cat_6,D,38
466697,Female,No,31,No,Marketing,0.0,Low,3.0,Cat_6,D,58
466730,Female,Yes,38,Yes,Engineer,3.0,Low,2.0,Cat_6,A,45
466394,Female,Yes,42,No,Entertainment,6.0,Average,5.0,Cat_6,A,72
459009,Female,Yes,50,Yes,Artist,1.0,Average,3.0,Cat_6,C,76
460554,Male,Yes,38,No,Artist,5.0,Average,3.0,Cat_3,B,60
462498,Female,Yes,55,Yes,Doctor,0.0,Average,3.0,Cat_6,B,16
459926,Female,Yes,71,Yes,Artist,1.0,Average,2.0,Cat_6,C,9
465910,Male,Yes,38,No,Artist,10.0,Average,4.0,Cat_7,A,22
459166,Male,Yes,77,Yes,Artist,1.0,Low,1.0,Cat_6,A,69
462545,Male,No,33,No,Engineer,1.0,Low,3.0,Cat_4,D,99
459406,Male,Yes,72,No,Executive,0.0,High,2.0,Cat_6,B,40
464772,Female,Yes,43,No,Engineer,9.0,Average,4.0,Cat_4,A,88
465491,Female,No,35,Yes,Artist,0.0,Low,3.0,Cat_6,B,26
463123,Female,No,33,Yes,Doctor,1.0,Low,3.0,Cat_6,A,51
462015,Male,Yes,27,Yes,Entertainment,0.0,Average,2.0,Cat_6,A,73
461107,Male,No,21,No,Healthcare,0.0,Low,6.0,Cat_3,D,95
459265,Female,Yes,41,Yes,Artist,0.0,Average,2.0,Cat_6,C,66
462789,Female,No,19,No,Healthcare,99.0,Low,6.0,Cat_3,D,51
460295,Male,No,29,Yes,Artist,9.0,Low,3.0,Cat_6,A,72
463871,Female,Yes,46,No,Artist,8.0,Low,1.0,Cat_6,B,10
464594,Male,Yes,46,Yes,Artist,1.0,Low,1.0,Cat_2,D,80
460694,Female,Yes,53,No,Engineer,3.0,Low,1.0,Cat_6,A,84
464369,Male,Yes,36,Yes,Executive,1.0,High,4.0,Cat_6,B,58
463983,Female,Yes,36,No,Engineer,0.0,Average,2.0,Cat_4,A,0
463973,Male,Yes,56,No,Executive,99.0,High,5.0,Cat_4,B,99
465721,Male,Yes,25,Yes,Entertainment,1.0,High,2.0,Cat_3,D,4
467347,Female,No,32,No,Entertainment,99.0,Low,4.0,Cat_6,D,28
461325,Male,No,61,Yes,Entertainment,1.0,Low,3.0,Cat_2,C,47
465335,Male,Yes,61,No,Entertainment,1.0,Average,2.0,Cat_7,B,97
461871,Male,Yes,53,Yes,Artist,0.0,Average,2.0,Cat_6,C,54
466296,Male,Yes,69,No,Executive,1.0,High,4.0,Cat_6,C,53
462252,Male,No,47,Yes,Entertainment,4.0,Low,1.0,Cat_6,A,50
460209,Female,Yes,26,Yes,Entertainment,5.0,Low,7.0,Cat_6,D,82
465890,Female,No,39,Yes,Artist,9.0,Low,1.0,Cat_6,B,25
459745,Male,Yes,47,No,Artist,0.0,Low,4.0,Cat_1,A,50
465715,Female,Yes,69,Yes,Artist,7.0,Low,1.0,Cat_6,A,25
467168,Male,Yes,46,Yes,Artist,8.0,Average,2.0,Cat_1,B,20
465805,Male,Yes,50,Yes,Engineer,99.0,Low,1.0,Cat_3,C,39
461417,Female,No,37,Yes,Doctor,1.0,Low,3.0,Cat_6,D,64
462938,Female,No,50,Yes,Artist,6.0,Low,1.0,Cat_6,B,3
463869,Female,Yes,52,Yes,Doctor,0.0,Average,4.0,Cat_6,C,49
459071,Male,No,28,Yes,Healthcare,5.0,Low,4.0,Cat_6,C,24
460193,Male,No,42,Yes,Entertainment,3.0,Low,2.0,Cat_2,A,8
462936,Female,No,43,Yes,Engineer,99.0,Low,1.0,Cat_6,A,65
464015,Female,No,42,Yes,Artist,99.0,Low,2.0,Cat_6,A,55
467961,Male,Yes,45,Yes,Executive,1.0,High,5.0,Cat_4,B,27
464442,Male,Yes,57,Yes,Lawyer,1.0,High,2.0,Cat_6,B,91
465834,Male,No,48,Yes,Entertainment,0.0,Low,3.0,Cat_2,A,51
462857,Male,No,18,No,Healthcare,1.0,Low,3.0,Cat_6,D,13
467268,Male,Yes,88,Yes,Lawyer,99.0,Low,1.0,Cat_6,A,41
463474,Male,Yes,51,No,Artist,3.0,Average,2.0,Cat_6,C,32
463607,Female,No,29,Yes,Engineer,1.0,Low,5.0,Cat_1,B,33
460793,Female,Yes,28,No,Artist,99.0,Low,3.0,Cat_3,B,17
464874,Female,Yes,47,Yes,Artist,0.0,Average,4.0,Cat_4,C,44
465186,Female,Yes,38,No,Artist,4.0,Average,4.0,Cat_1,C,59
463861,Male,Yes,37,Yes,Artist,1.0,Low,1.0,Cat_3,A,46
464027,Male,No,22,No,Healthcare,9.0,Low,4.0,Cat_6,D,20
460985,Female,Yes,61,Yes,Engineer,0.0,Average,2.0,Cat_6,C,54
466870,Male,Yes,42,Yes,Artist,0.0,Average,2.0,Cat_6,C,48
466060,Male,Yes,60,Yes,Artist,1.0,Average,2.0,Cat_3,B,80
461273,Male,Yes,73,Yes,Entertainment,1.0,High,4.0,Cat_6,B,73
461648,Female,Yes,49,Yes,Artist,1.0,Low,1.0,Cat_6,C,68
467631,Male,Yes,72,Yes,Lawyer,3.0,High,2.0,Cat_6,C,22
467804,Female,Yes,43,Yes,Artist,1.0,Average,2.0,Cat_6,C,27
466000,Male,Yes,38,Yes,Doctor,5.0,Low,2.0,Cat_1,A,60
459445,Female,Yes,35,Yes,Artist,0.0,Average,3.0,Cat_6,C,69
466292,Female,Yes,82,No,Lawyer,1.0,High,2.0,Cat_6,B,28
463804,Male,Yes,63,Yes,Artist,9.0,Low,1.0,Cat_6,A,16
464081,Male,Yes,73,Yes,Executive,11.0,High,2.0,Cat_6,C,69
462543,Female,Yes,38,Yes,Artist,4.0,Low,1.0,Cat_3,B,66
463444,Male,Yes,61,Yes,Lawyer,99.0,High,2.0,Cat_6,B,77
463051,Female,No,42,Yes,Homemaker,10.0,Low,1.0,Cat_6,A,11
465893,Female,Yes,43,Yes,Engineer,0.0,Average,2.0,Cat_6,B,80
466812,Male,No,31,No,Homemaker,14.0,Low,1.0,Cat_6,D,49
463129,Male,Yes,69,No,Doctor,99.0,Low,1.0,Cat_6,A,30
467091,Female,No,42,Yes,Entertainment,1.0,Low,3.0,Cat_6,D,91
460268,Male,Yes,32,Yes,Artist,9.0,Average,2.0,Cat_6,B,22
465757,Male,Yes,39,Yes,Artist,3.0,Average,4.0,Cat_4,A,50
460021,Female,Yes,48,Yes,Artist,0.0,Average,4.0,Cat_6,B,23
463859,Male,Yes,39,Yes,Artist,6.0,Average,2.0,Cat_6,C,43
460053,Male,Yes,55,Yes,Artist,9.0,Average,2.0,Cat_1,C,62
466659,Male,Yes,60,Yes,Doctor,1.0,High,2.0,Cat_3,B,71
466533,Female,No,51,Yes,Entertainment,1.0,Low,1.0,Cat_6,A,41
465307,Female,Yes,61,Yes,Artist,0.0,Average,3.0,Cat_4,B,88
464592,Female,No,43,Yes,Artist,1.0,Low,1.0,Cat_6,A,8
461647,Female,Yes,55,Yes,Artist,2.0,Average,3.0,Cat_6,C,21
467462,Female,Yes,43,Yes,Artist,1.0,Average,5.0,Cat_6,C,43
467594,Male,Yes,45,No,Executive,0.0,Average,3.0,Cat_4,B,47
464255,Female,Yes,50,Yes,Artist,1.0,Average,5.0,Cat_4,C,83
461701,Male,Yes,40,No,Artist,1.0,Average,2.0,Cat_5,C,65
466516,Male,No,19,No,Healthcare,0.0,Low,3.0,Cat_6,D,47
464036,Female,No,25,Yes,Doctor,3.0,Low,1.0,Cat_6,A,81
461887,Female,No,89,Yes,Lawyer,2.0,Low,1.0,Cat_6,D,8
466177,Female,Yes,49,Yes,Artist,0.0,Average,3.0,Cat_6,C,45
467486,Female,Yes,46,Yes,Engineer,1.0,Average,5.0,Cat_6,B,51
466775,Female,Yes,83,Yes,Lawyer,0.0,Low,2.0,Cat_6,C,47
467412,Male,Yes,35,Yes,Executive,6.0,Average,4.0,Cat_6,B,22
460546,Female,Yes,71,Yes,Lawyer,1.0,Low,2.0,Cat_3,C,54
466204,Male,Yes,50,Yes,Artist,0.0,Average,3.0,Cat_6,C,38
459000,Male,Yes,58,No,Executive,12.0,High,2.0,Cat_6,C,64
460635,Male,Yes,29,No,Healthcare,99.0,High,2.0,Cat_3,D,34
466781,Male,Yes,35,Yes,Artist,1.0,Average,4.0,Cat_3,A,27
464992,Male,Yes,67,Yes,Executive,0.0,High,2.0,Cat_6,C,61
464921,Male,Yes,35,No,Doctor,0.0,Average,5.0,Cat_4,C,54
458982,Male,Yes,61,Yes,Executive,1.0,High,3.0,Cat_6,C,88
461045,Female,No,29,No,Entertainment,0.0,Low,2.0,Cat_3,B,90
459623,Male,Yes,46,No,Entertainment,99.0,Average,5.0,Cat_4,B,48
459346,Male,Yes,47,Yes,Executive,0.0,Average,5.0,Cat_2,B,35
464183,Female,No,37,No,Artist,4.0,Low,2.0,Cat_6,C,29
466642,Male,No,18,No,Healthcare,9.0,Low,3.0,Cat_6,D,1
460519,Female,No,23,No,Entertainment,0.0,Low,2.0,Cat_3,C,52
462687,Male,No,29,No,Homemaker,11.0,Low,3.0,Cat_3,D,59
464847,Female,Yes,52,No,Artist,99.0,Average,4.0,Cat_4,A,47
467921,Female,No,43,Yes,Artist,1.0,Low,4.0,Cat_6,A,46
460863,Male,Yes,66,Yes,Artist,0.0,Low,5.0,Cat_6,A,98
464168,Male,Yes,45,Yes,Executive,1.0,High,3.0,Cat_6,C,30
464819,Female,Yes,67,Yes,Lawyer,1.0,Low,1.0,Cat_4,A,59
465718,Female,Yes,49,Yes,Marketing,9.0,Low,2.0,Cat_6,C,48
461025,Male,Yes,38,No,Executive,1.0,High,4.0,Cat_6,D,13
466243,Female,Yes,38,No,Engineer,1.0,Low,2.0,Cat_4,A,62
463059,Female,No,32,Yes,Homemaker,10.0,Low,1.0,Cat_6,D,96
466962,Male,Yes,48,Yes,Artist,8.0,Average,2.0,Cat_6,C,48
463067,Female,No,42,Yes,Homemaker,7.0,Low,1.0,Cat_6,A,77
465755,Female,No,50,Yes,Artist,8.0,Low,3.0,Cat_6,C,76
460088,Female,Yes,33,Yes,Homemaker,99.0,High,2.0,Cat_6,D,13
466301,Male,Yes,50,Yes,Artist,0.0,Average,3.0,Cat_2,C,16
467884,Female,Yes,30,Yes,Engineer,8.0,High,6.0,Cat_4,D,76
459315,Female,Yes,27,Yes,Doctor,1.0,Low,2.0,Cat_4,D,31
465343,Female,Yes,43,Yes,Engineer,1.0,Average,4.0,Cat_6,B,12
467772,Female,No,25,No,Marketing,1.0,Low,2.0,Cat_6,D,66
460292,Female,No,27,Yes,Marketing,12.0,Low,3.0,Cat_6,A,33
466566,Male,No,43,Yes,Artist,1.0,Low,1.0,Cat_6,B,78
459500,Male,Yes,37,Yes,Entertainment,1.0,Average,4.0,Cat_6,B,15
460267,Female,No,27,Yes,Healthcare,1.0,Low,9.0,Cat_6,C,0
467298,Male,Yes,61,Yes,Healthcare,1.0,Low,2.0,Cat_6,A,76
467095,Male,Yes,41,No,Engineer,0.0,Average,2.0,Cat_7,C,76
465919,Female,No,50,Yes,Artist,0.0,Low,1.0,Cat_6,B,86
461835,Female,Yes,60,Yes,Artist,1.0,Average,2.0,Cat_6,C,20
461302,Male,No,20,No,Healthcare,0.0,Low,4.0,Cat_6,D,59
461275,Male,Yes,66,Yes,Marketing,1.0,High,2.0,Cat_6,B,65
463115,Male,Yes,36,Yes,Homemaker,5.0,Low,1.0,Cat_6,D,0
466362,Male,Yes,65,Yes,Lawyer,1.0,High,2.0,Cat_6,B,28
462784,Female,No,30,No,Executive,99.0,Low,1.0,Cat_3,C,64
467498,Male,Yes,56,Yes,Lawyer,99.0,Low,3.0,Cat_1,D,69
463490,Male,No,20,No,Healthcare,1.0,Low,4.0,Cat_6,D,60
463836,Female,Yes,38,Yes,Artist,0.0,Low,1.0,Cat_6,B,5
459923,Male,No,31,Yes,Marketing,0.0,Low,2.0,Cat_3,D,5
462590,Female,Yes,30,No,Engineer,99.0,Average,3.0,Cat_4,D,41
464164,Female,Yes,81,Yes,Lawyer,0.0,High,2.0,Cat_6,C,48
460298,Female,No,52,Yes,Lawyer,4.0,Low,1.0,Cat_6,A,96
467819,Male,Yes,57,Yes,Artist,0.0,Low,1.0,Cat_3,B,39
460722,Male,Yes,30,No,Entertainment,1.0,Average,3.0,Cat_3,A,45
466407,Male,Yes,55,No,Entertainment,1.0,Low,3.0,Cat_4,A,43
462411,Male,No,38,Yes,Artist,8.0,Low,1.0,Cat_6,A,82
466198,Male,Yes,70,No,Lawyer,0.0,High,2.0,Cat_3,C,40
462153,Male,Yes,59,No,Artist,0.0,Low,1.0,Cat_6,B,38
467180,Male,Yes,39,Yes,Healthcare,1.0,Low,3.0,Cat_3,D,92
461481,Female,Yes,58,Yes,Artist,9.0,Average,3.0,Cat_6,C,29
464589,Male,Yes,30,No,Entertainment,11.0,Low,2.0,Cat_5,D,41
461471,Female,Yes,73,Yes,Artist,1.0,Average,2.0,Cat_6,C,94
464146,Male,No,38,Yes,Entertainment,1.0,Low,2.0,Cat_6,A,23
464498,Male,Yes,45,Yes,Artist,99.0,Average,3.0,Cat_3,B,91
459589,Male,No,25,No,Healthcare,1.0,Low,5.0,Cat_6,D,77
459775,Male,No,36,Yes,Artist,99.0,Low,2.0,Cat_2,B,49
459829,Male,Yes,53,Yes,Artist,3.0,High,3.0,Cat_7,D,7
463314,Female,No,27,No,Healthcare,0.0,Low,4.0,Cat_3,A,45
459723,Male,Yes,49,Yes,Artist,6.0,Average,2.0,Cat_6,C,18
459122,Female,Yes,51,Yes,Artist,6.0,Average,5.0,Cat_6,C,32
462221,Male,No,33,No,Healthcare,0.0,Low,7.0,Cat_4,D,28
463528,Male,Yes,67,No,Executive,99.0,High,2.0,Cat_6,A,44
462694,Male,Yes,61,Yes,Entertainment,6.0,Average,2.0,Cat_6,A,84
466757,Female,Yes,47,No,Engineer,0.0,Low,1.0,Cat_6,A,9
464413,Female,Yes,36,Yes,Engineer,0.0,Low,1.0,Cat_3,B,43
466425,Male,Yes,32,Yes,Entertainment,1.0,Average,2.0,Cat_3,A,30
460474,Female,Yes,40,No,Homemaker,9.0,Average,5.0,Cat_4,A,44
467261,Female,Yes,77,Yes,Lawyer,0.0,High,2.0,Cat_6,C,93
463411,Male,Yes,42,Yes,Entertainment,99.0,Average,2.0,Cat_6,C,98
463322,Female,Yes,72,Yes,Lawyer,1.0,High,4.0,Cat_2,B,96
466193,Male,Yes,84,No,Lawyer,0.0,Low,1.0,Cat_6,A,46
461555,Male,No,27,No,Entertainment,99.0,Low,1.0,Cat_6,D,12
459738,Male,Yes,32,Yes,Artist,1.0,Low,2.0,Cat_6,D,39
459008,Female,Yes,52,Yes,Artist,1.0,Average,3.0,Cat_6,B,95
462004,Female,Yes,53,Yes,Artist,99.0,High,6.0,Cat_3,C,50
461250,Female,Yes,47,Yes,Lawyer,2.0,High,4.0,Cat_6,D,8
461926,Female,Yes,63,Yes,Artist,4.0,Average,4.0,Cat_6,C,91
459578,Male,Yes,35,Yes,Executive,2.0,Average,5.0,Cat_6,B,19
466003,Female,Yes,27,Yes,Marketing,9.0,Low,1.0,Cat_3,C,14
465460,Male,No,49,Yes,Artist,0.0,Low,1.0,Cat_6,B,71
462862,Female,No,31,No,Homemaker,8.0,Low,1.0,Cat_6,D,56
465084,Male,Yes,61,Yes,Executive,5.0,High,2.0,Cat_6,C,36
465777,Female,No,30,Yes,Artist,9.0,Low,5.0,Cat_6,A,11
466688,Male,No,23,No,Healthcare,1.0,Low,3.0,Cat_4,D,24
461029,Male,Yes,42,No,Entertainment,8.0,Low,2.0,Cat_4,A,6
464812,Female,Yes,48,Yes,Engineer,0.0,High,5.0,Cat_4,A,70
465099,Male,Yes,39,No,Entertainment,0.0,Average,2.0,Cat_6,C,95
465730,Male,Yes,43,Yes,Executive,6.0,High,3.0,Cat_4,A,44
462138,Female,Yes,56,Yes,Artist,1.0,Low,2.0,Cat_6,B,12
460332,Male,No,28,Yes,Healthcare,0.0,Low,5.0,Cat_6,D,90
462342,Female,Yes,71,Yes,Lawyer,8.0,High,2.0,Cat_6,C,22
459007,Female,Yes,42,Yes,Artist,1.0,Average,3.0,Cat_6,C,27
465130,Female,Yes,50,Yes,Artist,0.0,Average,9.0,Cat_6,C,90
459702,Female,Yes,62,Yes,Lawyer,1.0,Low,3.0,Cat_6,A,36
461401,Male,Yes,43,Yes,Artist,1.0,Average,3.0,Cat_6,A,14
463916,Female,No,32,No,Engineer,9.0,Low,4.0,Cat_5,A,46
459938,Male,No,61,Yes,Artist,1.0,Low,1.0,Cat_6,B,73
460199,Female,Yes,39,Yes,Entertainment,5.0,Low,2.0,Cat_6,B,16
466684,Female,Yes,46,Yes,Artist,0.0,Average,2.0,Cat_1,C,81
465978,Male,Yes,50,Yes,Artist,1.0,Average,3.0,Cat_6,B,60
465682,Male,Yes,39,Yes,Artist,0.0,Low,4.0,Cat_4,A,84
462693,Female,No,35,Yes,Artist,1.0,Low,1.0,Cat_6,A,62
459952,Female,No,35,Yes,Entertainment,7.0,Low,2.0,Cat_6,A,30
466450,Female,No,33,Yes,Healthcare,1.0,Low,1.0,Cat_6,D,71
466556,Male,No,21,No,Healthcare,1.0,Low,3.0,Cat_6,D,77
459932,Female,No,46,Yes,Artist,9.0,Low,1.0,Cat_6,B,32
460420,Female,No,37,Yes,Artist,1.0,Low,1.0,Cat_6,A,25
463513,Male,Yes,79,Yes,Artist,99.0,High,2.0,Cat_6,B,42
460123,Female,Yes,33,Yes,Engineer,9.0,Low,2.0,Cat_6,D,62
462357,Male,No,25,Yes,Artist,1.0,Low,3.0,Cat_6,A,7
459866,Female,No,51,Yes,Artist,99.0,Low,1.0,Cat_6,B,68
464094,Male,Yes,53,Yes,Executive,1.0,High,4.0,Cat_6,B,11
467852,Female,No,41,Yes,Artist,10.0,Low,1.0,Cat_6,B,73
462526,Female,Yes,46,Yes,Artist,3.0,Average,5.0,Cat_6,C,21
463180,Male,Yes,36,Yes,Artist,0.0,Low,3.0,Cat_3,C,24
461572,Female,Yes,57,Yes,Artist,0.0,Average,3.0,Cat_2,C,55
464607,Female,Yes,49,Yes,Artist,0.0,Average,4.0,Cat_2,C,59
467679,Female,Yes,51,Yes,Artist,99.0,Average,4.0,Cat_2,C,78
467751,Male,Yes,48,Yes,Artist,1.0,Average,3.0,Cat_6,C,49
465563,Male,Yes,59,Yes,Entertainment,1.0,Average,5.0,Cat_3,B,47
465589,Male,Yes,40,Yes,Artist,0.0,Average,3.0,Cat_6,A,36
459215,Female,Yes,58,Yes,Artist,0.0,Low,3.0,Cat_3,C,33
466826,Male,Yes,43,Yes,Entertainment,0.0,Low,2.0,Cat_6,A,30
461164,Female,No,39,Yes,Doctor,9.0,Low,1.0,Cat_3,B,18
459305,Male,Yes,29,No,Healthcare,13.0,High,2.0,Cat_6,B,98
460181,Female,Yes,37,Yes,Marketing,9.0,Low,1.0,Cat_6,A,63
466447,Female,Yes,49,Yes,Artist,0.0,Average,4.0,Cat_7,B,12
467735,Male,No,26,Yes,Doctor,1.0,Low,2.0,Cat_6,A,24
463755,Female,Yes,63,No,Artist,0.0,High,2.0,Cat_6,B,89
460930,Male,No,26,Yes,Artist,10.0,Low,5.0,Cat_6,D,96
465246,Male,No,21,No,Healthcare,1.0,Low,5.0,Cat_4,D,99
459683,Female,Yes,56,Yes,Engineer,1.0,Average,3.0,Cat_6,B,92
463491,Male,Yes,27,Yes,Doctor,9.0,Average,3.0,Cat_6,D,42
459985,Female,No,39,Yes,Doctor,8.0,Low,2.0,Cat_6,B,60
462815,Male,Yes,84,No,Lawyer,1.0,Low,1.0,Cat_6,A,5
464187,Female,No,41,No,Engineer,9.0,Low,1.0,Cat_6,A,12
461246,Male,Yes,51,Yes,Artist,99.0,Average,5.0,Cat_6,C,31
460655,Male,No,19,Yes,Marketing,99.0,Low,4.0,Cat_6,D,87
467137,Female,Yes,59,Yes,Engineer,0.0,Low,1.0,Cat_6,D,87
462477,Male,No,25,Yes,Entertainment,7.0,Low,3.0,Cat_6,A,16
463906,Female,Yes,40,Yes,Engineer,0.0,Average,4.0,Cat_6,B,74
465855,Male,No,42,Yes,Artist,1.0,Low,1.0,Cat_2,A,32
467334,Male,Yes,73,No,Executive,0.0,High,2.0,Cat_6,C,8
461600,Male,No,30,Yes,Marketing,1.0,Low,5.0,Cat_6,C,31
465828,Female,No,29,No,Entertainment,9.0,Low,4.0,Cat_4,D,40
460279,Female,Yes,27,No,Entertainment,6.0,High,2.0,Cat_6,B,8
463136,Male,Yes,35,Yes,Artist,1.0,High,3.0,Cat_6,B,47
459869,Female,No,23,No,Healthcare,1.0,Low,3.0,Cat_6,D,88
467916,Female,Yes,48,Yes,Artist,6.0,Low,1.0,Cat_6,C,36
